ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2006,2944,-99,-99,0,0.03,0.19,0.47,0.31,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2007,1847,-99,-99,0,0.07,0.18,0.56,0.17,0.02,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2008,1828,-99,-99,0,0.13,0.5,0.29,0.08,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2009,2602,-99,-99,0,0.07,0.2,0.7,0.03,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2010,4488,0.706,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2011,3685,0.755,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2012,2725,0.714,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2013,4436,0.81,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1980,516,0.49,-99,0,0.15,0.31,0.53,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1981,896,0.48,-99,0,0,0.51,0.42,0.07,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1982,1825,0.5,-99,0,0.07,0,0.86,0.07,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1983,3547,0.51,-99,0,0,0.65,0.01,0.34,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1984,532,0.52,-99,0,0.13,0,0.86,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1985,1596,0.53,-99,0,0.06,0.74,0.01,0.19,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1986,539,0.49,-99,0,0.07,0.16,0.76,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1987,6025,0.59,-99,0,0.02,0.44,0.37,0.18,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1988,2850,0.69,-99,0,0.02,0.08,0.83,0.07,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1989,2708,0.69,-99,0,0.12,0.18,0.34,0.36,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1990,475,0.63,-99,0,0.08,0.74,0.18,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1991,1889,0.85,-99,0,0.09,0.77,0.09,0.05,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1992,796,0.47,-99,0,0.07,0.29,0.62,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1993,798,0.71,-99,0,0.02,0.21,0.64,0.14,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1994,3572,0.4,-99,0,0.03,0.44,0.3,0.23,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1995,1321,0.51,-99,0,0.31,0.22,0.46,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1996,494,0.54,-99,0,0.01,0.33,0.5,0.17,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1997,595,0.23,-99,0,0.06,0.09,0.66,0.2,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1998,353,0.6,-99,0,0,0.61,0.34,0.05,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,1999,575,0.69,-99,0,0.11,0.29,0.56,0.04,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2000,370,0.58,-99,0,0.08,0.4,0.43,0.09,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2001,3847,0.39,-99,0,0.01,0.28,0.7,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2002,2544,0.05,-99,0,0,0.21,0.74,0.05,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2003,3792,0.56,-99,0,0,0.11,0.85,0.04,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2004,4611,0.02,-99,0,0.01,0.15,0.58,0.26,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2005,2066,0.13,-99,0,0,0.05,0.53,0.28,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2006,622,0.62,-99,0,0.06,0.18,0.64,0.11,0.004,0
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2007,335,0.48,-99,0,0.06,0.55,0.35,0.34,0.006,0
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2008,735,0.49,-99,0,0.03,0.73,0.23,0.007,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2009,390,0.93,-99,0,0.04,0.52,0.44,-99,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2010,2778,0.07,-99,0,-99,0.699,0.189,0.112,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2011,1678,0.07,-99,0,-99,0.285,0.639,0.035,0.041,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2012,180,0.13,-99,0,-99,0.708,0.229,0.057,0.006,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2013,1033,0.2,-99,0,-99,0.531,0.454,0.015,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,"Mill, Abernathy, and Germany Creeks",Chinook,Fall-run,,2014,656,0.08,-99,0,-99,0.556,0.444,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1980,992,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1981,324,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1982,986,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1983,732,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1984,1565,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1985,512,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1986,1875,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1987,6850,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1988,5267,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1989,3483,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1990,1345,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1991,1607,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1992,1254,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1993,1518,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1994,475,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1995,270,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1996,493,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1997,410,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1998,211,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,1999,240,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2000,439,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2001,642,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2002,483,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2003,679,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2004,494,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2005,116,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2006,847,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2007,264,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2008,25,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2009,58,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2010,157,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2011,120,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2012,318,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,North Fork Lewis River,Chinook,Spring-run,,2013,60,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1981,3156,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1982,3655,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1983,2575,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1984,3323,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1985,2087,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1986,2845,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1987,9160,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1988,6958,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1989,8557,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1990,3516,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1991,2939,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1992,4185,0.76,-99,0,0,0.14,0.69,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Sandy River,Chinook,Fall-run,,1993,5733,0.76,-99,0,0,0.14,0.69,0.16,0,0
